time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),rain (mm),precipitation (mm),apparent_temperature (°C)
2025-05-22T13:00,30.7,70,24.7,0.00,0.00,35.7
2025-05-22T14:00,31.2,71,25.2,0.30,0.30,37.1
2025-05-22T15:00,31.1,72,25.3,0.00,0.00,36.0
2025-05-22T16:00,30.1,79,26.1,0.00,0.00,34.9
2025-05-22T17:00,30.4,77,25.9,0.00,0.00,35.4
2025-05-22T18:00,29.3,81,25.8,0.00,0.00,35.3
2025-05-22T19:00,29.1,85,26.3,0.00,0.00,35.8
2025-05-22T20:00,29.1,88,27.0,0.00,0.00,36.8
2025-05-22T21:00,27.3,91,25.8,5.30,5.30,34.1
2025-05-22T22:00,27.4,92,26.0,1.80,1.80,33.8
2025-05-22T23:00,26.4,95,25.6,2.20,2.20,32.9
2025-05-23T00:00,26.5,94,25.5,0.10,0.10,32.8
2025-05-23T01:00,26.4,93,25.3,0.00,0.00,33.0
2025-05-23T02:00,26.5,92,25.1,0.00,0.00,33.2
2025-05-23T03:00,26.5,92,25.0,0.00,0.00,33.0
2025-05-23T04:00,26.5,93,25.3,0.00,0.00,32.9
2025-05-23T05:00,26.3,95,25.4,0.00,0.00,32.9
2025-05-23T06:00,26.5,93,25.3,0.50,0.50,32.6
2025-05-23T07:00,26.9,93,25.6,0.20,0.20,33.5
2025-05-23T08:00,27.5,90,25.8,0.10,0.10,34.3
2025-05-23T09:00,28.1,90,26.3,0.10,0.10,35.2
2025-05-23T10:00,29.4,85,26.7,0.00,0.00,36.9
2025-05-23T11:00,30.4,80,26.6,0.00,0.00,37.9
2025-05-23T12:00,31.3,77,26.7,0.00,0.00,38.8
2025-05-23T13:00,31.6,74,26.4,0.00,0.00,38.6
2025-05-23T14:00,31.9,73,26.3,0.00,0.00,39.0
2025-05-23T15:00,32.6,70,26.3,0.10,0.10,39.9
2025-05-23T16:00,32.0,76,27.2,0.00,0.00,38.5
2025-05-23T17:00,31.1,78,26.9,1.10,1.10,37.2
2025-05-23T18:00,29.3,84,26.2,0.00,0.00,36.3
2025-05-23T19:00,29.2,86,26.5,0.00,0.00,36.6
2025-05-23T20:00,29.2,85,26.4,0.00,0.00,36.3
2025-05-23T21:00,29.0,87,26.6,0.00,0.00,35.9
2025-05-23T22:00,29.0,89,27.0,0.00,0.00,36.7
2025-05-23T23:00,28.7,90,26.9,0.00,0.00,36.2
2025-05-24T00:00,28.5,91,26.8,0.00,0.00,35.9
2025-05-24T01:00,28.3,91,26.6,0.00,0.00,35.5
2025-05-24T02:00,28.1,90,26.4,0.00,0.00,35.0
2025-05-24T03:00,28.2,90,26.4,0.00,0.00,35.1
2025-05-24T04:00,28.1,92,26.7,0.00,0.00,34.9
2025-05-24T05:00,28.0,92,26.6,0.00,0.00,34.8
2025-05-24T06:00,26.6,90,24.8,0.20,0.20,32.1
2025-05-24T07:00,26.9,88,24.8,0.20,0.20,32.4
2025-05-24T08:00,27.5,84,24.6,0.00,0.00,32.2
2025-05-24T09:00,28.0,83,24.8,0.00,0.00,33.3
2025-05-24T10:00,29.1,80,25.2,0.00,0.00,34.9
2025-05-24T11:00,31.2,73,25.8,0.00,0.00,38.4
2025-05-24T12:00,31.2,74,26.0,0.00,0.00,37.6
2025-05-24T13:00,32.2,73,26.7,0.00,0.00,39.9
2025-05-24T14:00,32.0,72,26.3,0.00,0.00,38.7
2025-05-24T15:00,31.6,74,26.4,0.10,0.10,37.7
2025-05-24T16:00,31.0,78,26.7,0.00,0.00,37.3
2025-05-24T17:00,30.5,80,26.6,0.00,0.00,36.6
2025-05-24T18:00,29.9,83,26.6,0.10,0.10,36.8
2025-05-24T19:00,28.9,86,26.3,0.00,0.00,35.0
2025-05-24T20:00,28.6,84,25.7,0.00,0.00,34.9
2025-05-24T21:00,27.3,87,24.9,3.90,3.90,33.0
2025-05-24T22:00,25.8,93,24.6,3.10,3.10,30.8
2025-05-24T23:00,26.6,86,24.0,1.30,1.30,32.0
2025-05-25T00:00,26.7,87,24.4,0.10,0.10,32.5
2025-05-25T01:00,26.6,89,24.6,0.20,0.20,32.6
2025-05-25T02:00,26.8,90,25.1,0.00,0.00,32.7
2025-05-25T03:00,27.2,89,25.2,0.70,0.70,33.5
2025-05-25T04:00,27.1,92,25.6,0.00,0.00,33.5
2025-05-25T05:00,26.8,94,25.7,0.00,0.00,33.3
2025-05-25T06:00,25.7,96,25.0,0.60,0.60,30.8
2025-05-25T07:00,26.3,91,24.8,0.90,0.90,31.7
2025-05-25T08:00,24.4,97,23.9,2.70,2.70,29.5
2025-05-25T09:00,24.8,89,23.0,1.00,1.00,28.9
2025-05-25T10:00,24.1,94,23.1,3.80,3.80,28.3
2025-05-25T11:00,24.0,95,23.1,4.20,4.20,29.2
2025-05-25T12:00,24.2,97,23.7,7.60,7.60,29.1
2025-05-25T13:00,25.7,91,24.2,2.30,2.30,30.6
2025-05-25T14:00,27.8,86,25.2,0.10,0.10,34.6
2025-05-25T15:00,27.8,85,25.1,0.00,0.00,33.5
2025-05-25T16:00,27.9,88,25.8,0.20,0.20,34.5
2025-05-25T17:00,28.4,89,26.5,0.30,0.30,35.3
2025-05-25T18:00,27.1,90,25.3,2.00,2.00,33.7
2025-05-25T19:00,27.9,89,26.0,0.10,0.10,34.7
2025-05-25T20:00,28.6,88,26.4,0.10,0.10,34.6
2025-05-25T21:00,28.1,90,26.3,0.10,0.10,35.1
2025-05-25T22:00,27.7,93,26.4,0.10,0.10,35.3
2025-05-25T23:00,27.5,93,26.4,0.20,0.20,34.2
2025-05-26T00:00,25.5,98,25.1,1.80,1.80,30.1
2025-05-26T01:00,25.2,93,24.0,2.00,2.00,30.1
2025-05-26T02:00,26.1,95,25.3,3.80,3.80,31.1
2025-05-26T03:00,25.8,94,24.7,3.80,3.80,31.7
2025-05-26T04:00,25.8,95,25.0,2.20,2.20,30.5
2025-05-26T05:00,25.2,93,24.0,2.30,2.30,29.6
2025-05-26T06:00,27.9,91,26.4,2.80,2.80,33.3
2025-05-26T07:00,27.2,95,26.4,4.30,4.30,32.6
2025-05-26T08:00,26.1,95,25.2,9.10,9.10,29.9
2025-05-26T09:00,25.5,93,24.4,0.60,0.60,29.1
2025-05-26T10:00,26.0,91,24.4,0.80,0.80,30.4
2025-05-26T11:00,25.7,93,24.5,2.90,2.90,30.5
2025-05-26T12:00,25.8,93,24.5,2.20,2.20,30.0
2025-05-26T13:00,25.7,93,24.5,7.90,7.90,30.2
2025-05-26T14:00,25.3,94,24.3,1.90,1.90,30.8
2025-05-26T15:00,27.0,92,25.5,0.50,0.50,33.2
2025-05-26T16:00,27.7,92,26.3,0.50,0.50,34.5
2025-05-26T17:00,27.7,94,26.7,0.80,0.80,34.8
2025-05-26T18:00,27.2,91,25.6,0.30,0.30,33.0
2025-05-26T19:00,27.0,90,25.3,1.20,1.20,33.9
2025-05-26T20:00,26.6,95,25.6,2.10,2.10,33.3
2025-05-26T21:00,26.7,94,25.6,0.10,0.10,33.8
2025-05-26T22:00,26.7,94,25.7,0.00,0.00,33.4
2025-05-26T23:00,26.8,94,25.7,0.10,0.10,33.4
2025-05-27T00:00,26.8,94,25.8,0.20,0.20,33.5
2025-05-27T01:00,26.9,95,26.1,0.20,0.20,34.0
2025-05-27T02:00,26.4,97,25.9,0.30,0.30,33.3
2025-05-27T03:00,26.8,95,26.0,0.10,0.10,33.1
2025-05-27T04:00,26.5,97,25.9,0.20,0.20,33.1
2025-05-27T05:00,26.2,97,25.6,1.20,1.20,32.4
2025-05-27T06:00,25.7,97,25.2,0.60,0.60,31.8
2025-05-27T07:00,25.8,97,25.3,0.50,0.50,32.1
2025-05-27T08:00,26.1,97,25.6,0.60,0.60,32.7
2025-05-27T09:00,26.6,95,25.6,0.70,0.70,32.9
2025-05-27T10:00,27.1,92,25.6,0.60,0.60,33.5
2025-05-27T11:00,27.8,88,25.7,0.30,0.30,34.6
2025-05-27T12:00,29.1,81,25.6,0.20,0.20,36.1
2025-05-27T13:00,29.8,77,25.4,0.00,0.00,36.1
2025-05-27T14:00,29.9,75,25.0,0.00,0.00,35.4
2025-05-27T15:00,29.9,76,25.2,0.10,0.10,35.0
2025-05-27T16:00,29.3,80,25.5,3.00,3.00,34.5
2025-05-27T17:00,29.2,83,25.9,0.20,0.20,35.1
2025-05-27T18:00,27.2,90,25.4,0.10,0.10,33.7
2025-05-27T19:00,27.2,89,25.2,0.00,0.00,33.2
2025-05-27T20:00,27.2,88,25.1,0.00,0.00,33.2
2025-05-27T21:00,27.2,88,25.1,0.00,0.00,33.0
2025-05-27T22:00,27.2,89,25.2,0.00,0.00,33.1
2025-05-27T23:00,27.1,90,25.3,0.00,0.00,32.9
2025-05-28T00:00,26.4,93,25.1,0.90,0.90,32.3
2025-05-28T01:00,26.0,95,25.1,2.30,2.30,32.1
2025-05-28T02:00,26.1,95,25.3,3.90,3.90,32.2
2025-05-28T03:00,26.3,95,25.4,0.60,0.60,32.8
2025-05-28T04:00,26.2,96,25.5,0.40,0.40,32.5
2025-05-28T05:00,26.1,97,25.5,0.40,0.40,32.4
2025-05-28T06:00,26.4,94,25.3,0.10,0.10,32.5
2025-05-28T07:00,27.1,91,25.5,0.20,0.20,33.4
2025-05-28T08:00,27.3,90,25.6,0.20,0.20,33.5
2025-05-28T09:00,26.9,92,25.6,0.90,0.90,32.7
2025-05-28T10:00,27.5,86,25.0,0.10,0.10,32.8
2025-05-28T11:00,27.5,86,24.9,0.00,0.00,32.4
2025-05-28T12:00,27.8,86,25.2,0.00,0.00,32.9
2025-05-28T13:00,27.6,87,25.3,0.00,0.00,32.6
2025-05-28T14:00,27.9,86,25.3,0.00,0.00,33.0
2025-05-28T15:00,27.8,86,25.3,0.30,0.30,33.4
2025-05-28T16:00,27.9,85,25.2,0.30,0.30,33.1
2025-05-28T17:00,27.7,84,24.8,0.10,0.10,32.8
2025-05-28T18:00,26.9,86,24.3,0.70,0.70,32.4
2025-05-28T19:00,26.9,90,25.0,0.00,0.00,32.6
2025-05-28T20:00,27.1,91,25.5,0.10,0.10,33.6
2025-05-28T21:00,27.2,91,25.6,0.00,0.00,33.4
2025-05-28T22:00,27.3,92,25.8,0.00,0.00,33.3
2025-05-28T23:00,27.5,91,25.9,0.00,0.00,33.8
2025-05-29T00:00,27.2,93,25.9,0.10,0.10,33.8
2025-05-29T01:00,26.7,95,25.9,0.20,0.20,33.6
2025-05-29T02:00,26.7,97,26.2,0.20,0.20,33.2
2025-05-29T03:00,26.8,97,26.2,0.10,0.10,33.5
2025-05-29T04:00,26.7,96,26.1,0.10,0.10,33.8
2025-05-29T05:00,26.8,95,26.0,0.20,0.20,34.1
2025-05-29T06:00,27.5,93,26.2,0.10,0.10,34.8
2025-05-29T07:00,27.8,94,26.7,0.00,0.00,35.3
2025-05-29T08:00,28.7,89,26.6,0.10,0.10,36.1
2025-05-29T09:00,30.2,78,25.9,0.20,0.20,36.0
2025-05-29T10:00,31.1,76,26.4,0.20,0.20,37.6
2025-05-29T11:00,31.4,74,26.3,0.00,0.00,38.4
2025-05-29T12:00,31.5,74,26.3,0.10,0.10,38.7
2025-05-29T13:00,31.4,74,26.1,0.20,0.20,38.4
2025-05-29T14:00,31.3,74,26.2,0.40,0.40,37.7
2025-05-29T15:00,30.4,79,26.4,1.00,1.00,35.9
2025-05-29T16:00,30.2,78,26.0,1.00,1.00,35.0
2025-05-29T17:00,30.2,79,26.1,0.70,0.70,35.2
2025-05-29T18:00,29.3,86,26.7,0.70,0.70,35.5
2025-05-29T19:00,29.3,84,26.4,0.00,0.00,35.4
2025-05-29T20:00,29.2,84,26.2,0.00,0.00,34.8
2025-05-29T21:00,29.0,85,26.2,0.00,0.00,34.7
2025-05-29T22:00,28.7,88,26.4,0.00,0.00,34.6
2025-05-29T23:00,28.3,91,26.6,0.00,0.00,34.4
2025-05-30T00:00,28.3,90,26.6,0.10,0.10,34.1
2025-05-30T01:00,28.5,89,26.5,0.10,0.10,33.8
2025-05-30T02:00,28.4,89,26.4,0.00,0.00,33.6
2025-05-30T03:00,28.6,86,26.1,0.00,0.00,33.8
2025-05-30T04:00,28.6,85,25.7,0.00,0.00,33.6
2025-05-30T05:00,28.6,85,25.7,0.10,0.10,33.5
2025-05-30T06:00,29.1,81,25.5,0.00,0.00,34.4
2025-05-30T07:00,29.6,78,25.3,0.00,0.00,34.7
2025-05-30T08:00,30.3,71,24.5,0.00,0.00,34.6
2025-05-30T09:00,30.8,68,24.3,0.00,0.00,34.9
2025-05-30T10:00,31.2,67,24.5,0.10,0.10,36.1
2025-05-30T11:00,31.1,70,25.1,0.40,0.40,36.2
2025-05-30T12:00,31.4,70,25.2,0.30,0.30,37.2
2025-05-30T13:00,31.6,69,25.1,0.10,0.10,37.6
2025-05-30T14:00,31.3,70,25.1,0.00,0.00,36.8
2025-05-30T15:00,30.8,71,24.9,0.20,0.20,35.2
2025-05-30T16:00,30.8,70,24.7,0.20,0.20,34.7
2025-05-30T17:00,30.3,72,24.8,0.10,0.10,34.3
2025-05-30T18:00,29.7,79,25.7,0.00,0.00,34.9
2025-05-30T19:00,29.2,81,25.7,0.10,0.10,34.4
2025-05-30T20:00,29.3,80,25.5,0.00,0.00,34.2
2025-05-30T21:00,29.0,82,25.6,0.00,0.00,33.9
2025-05-30T22:00,28.8,83,25.6,0.00,0.00,33.8
2025-05-30T23:00,29.0,83,25.7,0.00,0.00,34.0
2025-05-31T00:00,28.9,82,25.5,0.00,0.00,33.9
2025-05-31T01:00,28.6,83,25.5,0.00,0.00,33.6
2025-05-31T02:00,27.6,90,25.8,0.30,0.30,32.9
2025-05-31T03:00,28.1,87,25.7,0.30,0.30,33.4
2025-05-31T04:00,28.3,84,25.3,0.10,0.10,33.4
2025-05-31T05:00,28.1,84,25.1,0.20,0.20,33.0
2025-05-31T06:00,28.0,88,25.8,0.10,0.10,32.7
2025-05-31T07:00,28.5,84,25.6,0.20,0.20,33.9
2025-05-31T08:00,29.7,78,25.4,0.10,0.10,34.6
2025-05-31T09:00,30.2,74,25.1,0.10,0.10,34.5
2025-05-31T10:00,29.5,79,25.6,0.80,0.80,33.8
2025-05-31T11:00,30.1,78,25.9,0.50,0.50,35.8
2025-05-31T12:00,30.7,75,25.8,0.40,0.40,36.9
2025-05-31T13:00,31.2,71,25.4,0.10,0.10,37.2
2025-05-31T14:00,31.0,71,25.2,0.10,0.10,36.6
2025-05-31T15:00,30.9,71,25.0,0.10,0.10,35.6
2025-05-31T16:00,30.5,72,24.9,0.00,0.00,34.8
2025-05-31T17:00,30.0,74,24.8,0.00,0.00,34.6
2025-05-31T18:00,29.8,77,25.4,0.00,0.00,35.1
2025-05-31T19:00,29.1,80,25.3,0.00,0.00,34.3
2025-05-31T20:00,28.8,82,25.4,0.00,0.00,34.2
2025-05-31T21:00,28.7,83,25.4,0.00,0.00,33.9
2025-05-31T22:00,28.6,83,25.4,0.00,0.00,33.8
2025-05-31T23:00,28.2,84,25.2,0.10,0.10,33.2
2025-06-01T00:00,27.0,89,25.1,0.00,0.00,32.1
2025-06-01T01:00,26.7,90,25.0,0.10,0.10,31.3
2025-06-01T02:00,26.9,88,24.7,0.10,0.10,31.2
2025-06-01T03:00,26.6,89,24.5,0.10,0.10,31.2
2025-06-01T04:00,25.8,92,24.4,0.40,0.40,30.3
2025-06-01T05:00,26.0,92,24.6,0.30,0.30,30.3
2025-06-01T06:00,26.9,90,25.2,0.30,0.30,32.3
2025-06-01T07:00,27.2,86,24.6,0.60,0.60,31.8
2025-06-01T08:00,27.1,84,24.1,0.40,0.40,31.7
2025-06-01T09:00,27.5,83,24.4,0.60,0.60,31.7
2025-06-01T10:00,27.0,83,23.9,0.90,0.90,30.4
2025-06-01T11:00,27.3,83,24.1,0.20,0.20,31.2
2025-06-01T12:00,29.0,77,24.7,0.00,0.00,34.2
2025-06-01T13:00,28.7,81,25.1,0.00,0.00,34.5
2025-06-01T14:00,29.0,79,25.0,0.00,0.00,34.2
2025-06-01T15:00,29.0,79,24.9,0.00,0.00,33.1
2025-06-01T16:00,29.3,77,24.8,0.00,0.00,33.5
2025-06-01T17:00,28.6,79,24.5,0.10,0.10,32.4
2025-06-01T18:00,26.0,87,23.6,4.00,4.00,31.1
2025-06-01T19:00,26.7,89,24.7,1.40,1.40,31.9
2025-06-01T20:00,27.4,87,25.0,0.10,0.10,32.8
2025-06-01T21:00,27.6,86,25.0,0.00,0.00,33.1
2025-06-01T22:00,27.4,83,24.3,0.40,0.40,32.7
2025-06-01T23:00,26.9,85,24.1,1.10,1.10,32.0
2025-06-02T00:00,26.2,91,24.6,0.40,0.40,31.4
2025-06-02T01:00,25.7,94,24.7,0.10,0.10,30.9
2025-06-02T02:00,25.8,93,24.5,0.20,0.20,30.6
2025-06-02T03:00,25.8,91,24.2,0.20,0.20,30.2
2025-06-02T04:00,26.0,90,24.1,0.20,0.20,30.2
2025-06-02T05:00,26.1,90,24.3,0.20,0.20,30.7
2025-06-02T06:00,26.1,92,24.7,1.40,1.40,31.4
2025-06-02T07:00,26.9,88,24.7,0.10,0.10,32.0
2025-06-02T08:00,27.5,85,24.7,0.00,0.00,32.4
2025-06-02T09:00,29.2,77,24.8,0.50,0.50,33.8
2025-06-02T10:00,30.5,70,24.4,0.60,0.60,35.0
2025-06-02T11:00,30.8,69,24.4,0.10,0.10,35.7
2025-06-02T12:00,30.7,69,24.5,0.10,0.10,36.0
2025-06-02T13:00,30.7,69,24.4,0.20,0.20,35.6
2025-06-02T14:00,30.5,70,24.3,0.50,0.50,35.0
2025-06-02T15:00,29.7,73,24.2,1.20,1.20,33.1
2025-06-02T16:00,29.4,75,24.5,0.40,0.40,33.1
2025-06-02T17:00,29.1,77,24.8,0.30,0.30,33.3
2025-06-02T18:00,28.1,84,25.2,0.50,0.50,32.7
2025-06-02T19:00,27.8,87,25.3,0.10,0.10,32.9
2025-06-02T20:00,26.6,90,24.8,0.90,0.90,31.2
2025-06-02T21:00,27.2,89,25.3,0.10,0.10,32.2
2025-06-02T22:00,27.0,88,24.9,0.30,0.30,31.3
2025-06-02T23:00,25.9,91,24.3,0.20,0.20,30.2
2025-06-03T00:00,26.1,91,24.5,0.40,0.40,30.5
2025-06-03T01:00,26.3,89,24.4,0.10,0.10,30.4
2025-06-03T02:00,26.7,86,24.3,0.20,0.20,31.1
2025-06-03T03:00,26.6,88,24.5,0.30,0.30,31.0
2025-06-03T04:00,26.2,89,24.2,0.10,0.10,29.4
2025-06-03T05:00,26.1,88,24.0,0.10,0.10,29.6
2025-06-03T06:00,26.0,91,24.4,1.30,1.30,30.3
2025-06-03T07:00,27.0,88,24.8,0.60,0.60,32.1
2025-06-03T08:00,27.3,86,24.7,0.10,0.10,31.5
2025-06-03T09:00,27.2,86,24.6,0.50,0.50,31.2
2025-06-03T10:00,28.6,79,24.6,0.00,0.00,33.0
2025-06-03T11:00,29.6,75,24.7,0.30,0.30,34.8
2025-06-03T12:00,29.9,74,24.7,0.80,0.80,34.9
2025-06-03T13:00,30.0,75,25.0,0.90,0.90,35.6
2025-06-03T14:00,30.3,72,24.6,1.00,1.00,35.0
2025-06-03T15:00,29.1,73,23.9,1.00,1.00,33.1
2025-06-03T16:00,28.3,81,24.8,0.40,0.40,33.1
2025-06-03T17:00,28.9,78,24.7,0.40,0.40,33.4
2025-06-03T18:00,29.4,82,25.9,0.40,0.40,35.5
2025-06-03T19:00,26.5,88,24.3,1.90,1.90,30.6
2025-06-03T20:00,27.0,90,25.2,0.30,0.30,32.1
2025-06-03T21:00,26.0,91,24.4,0.70,0.70,31.8
2025-06-03T22:00,25.5,92,24.0,0.70,0.70,30.1
2025-06-03T23:00,25.9,92,24.5,0.30,0.30,30.7
2025-06-04T00:00,25.6,93,24.3,0.10,0.10,29.9
2025-06-04T01:00,25.4,93,24.2,0.20,0.20,30.3
2025-06-04T02:00,25.0,94,24.0,0.10,0.10,29.2
2025-06-04T03:00,24.5,95,23.7,0.10,0.10,28.5
2025-06-04T04:00,24.4,95,23.5,0.40,0.40,28.7
2025-06-04T05:00,24.7,91,23.2,0.30,0.30,28.5
2025-06-04T06:00,25.1,92,23.7,1.20,1.20,29.9
2025-06-04T07:00,26.3,90,24.5,0.00,0.00,31.7
2025-06-04T08:00,26.4,86,23.9,0.70,0.70,30.8
2025-06-04T09:00,27.6,82,24.2,0.10,0.10,32.1
2025-06-04T10:00,28.6,77,24.2,0.00,0.00,33.3
2025-06-04T11:00,29.0,78,24.9,0.10,0.10,35.2
2025-06-04T12:00,29.4,78,25.1,0.00,0.00,35.7
2025-06-04T13:00,29.1,78,24.9,0.00,0.00,35.4
2025-06-04T14:00,28.7,75,23.9,0.90,0.90,34.4
2025-06-04T15:00,29.2,80,25.3,0.10,0.10,35.6
2025-06-04T16:00,29.2,79,25.2,0.00,0.00,34.6
2025-06-04T17:00,28.8,80,24.9,0.20,0.20,34.1
2025-06-04T18:00,28.3,75,23.6,0.00,0.00,33.5
2025-06-04T19:00,27.5,82,24.1,0.00,0.00,33.1
2025-06-04T20:00,27.1,83,24.0,0.00,0.00,32.6
2025-06-04T21:00,27.0,82,23.8,0.00,0.00,32.4
2025-06-04T22:00,26.9,84,23.9,0.00,0.00,32.1
2025-06-04T23:00,26.4,89,24.3,0.00,0.00,32.2
2025-06-05T00:00,26.5,89,24.5,0.00,0.00,32.3
2025-06-05T01:00,26.2,90,24.5,0.00,0.00,32.1
2025-06-05T02:00,26.1,91,24.4,0.00,0.00,31.8
2025-06-05T03:00,25.1,92,23.7,0.50,0.50,30.8
2025-06-05T04:00,25.0,92,23.6,0.10,0.10,29.7
2025-06-05T05:00,24.8,94,23.7,0.00,0.00,29.5
2025-06-05T06:00,25.5,90,23.6,0.00,0.00,30.2
2025-06-05T07:00,26.3,87,23.9,0.00,0.00,31.4
2025-06-05T08:00,27.7,83,24.5,0.00,0.00,33.3
2025-06-05T09:00,28.6,80,24.7,0.00,0.00,34.2
2025-06-05T10:00,29.5,77,25.0,0.00,0.00,35.7
2025-06-05T11:00,29.7,77,25.2,0.00,0.00,35.8
2025-06-05T12:00,30.0,77,25.5,0.00,0.00,36.6
2025-06-05T13:00,30.3,75,25.4,0.00,0.00,37.6
2025-06-05T14:00,30.1,75,25.1,0.00,0.00,37.1
2025-06-05T15:00,30.2,72,24.7,0.10,0.10,35.6
2025-06-05T16:00,29.5,74,24.4,0.70,0.70,34.9
2025-06-05T17:00,29.7,73,24.2,0.20,0.20,35.1
2025-06-05T18:00,29.3,77,24.8,0.00,0.00,35.6
2025-06-05T19:00,29.0,80,25.3,0.00,0.00,35.7
2025-06-05T20:00,28.4,84,25.5,0.00,0.00,35.1
2025-06-05T21:00,27.9,87,25.6,0.00,0.00,34.7
2025-06-05T22:00,27.8,88,25.6,0.00,0.00,34.6
2025-06-05T23:00,27.7,88,25.5,0.00,0.00,34.4
2025-06-06T00:00,27.4,90,25.6,0.00,0.00,34.1
2025-06-06T01:00,27.2,91,25.6,0.00,0.00,34.2
2025-06-06T02:00,27.1,91,25.5,0.00,0.00,34.1
2025-06-06T03:00,26.9,92,25.4,0.00,0.00,33.8
2025-06-06T04:00,26.7,92,25.2,0.00,0.00,33.5
2025-06-06T05:00,26.6,92,25.2,0.00,0.00,33.3
2025-06-06T06:00,27.6,89,25.7,0.00,0.00,34.3
2025-06-06T07:00,27.6,82,24.3,2.30,2.30,33.5
2025-06-06T08:00,28.2,80,24.5,0.00,0.00,33.6
2025-06-06T09:00,28.5,80,24.7,0.30,0.30,34.1
2025-06-06T10:00,29.3,79,25.3,0.10,0.10,36.0
2025-06-06T11:00,30.0,78,25.7,0.10,0.10,37.8
2025-06-06T12:00,30.3,76,25.5,0.10,0.10,38.3
2025-06-06T13:00,30.3,74,25.2,0.10,0.10,37.8
2025-06-06T14:00,30.1,73,24.8,0.10,0.10,36.4
2025-06-06T15:00,30.2,72,24.7,0.10,0.10,36.3
2025-06-06T16:00,29.3,76,24.7,0.70,0.70,34.8
2025-06-06T17:00,28.9,79,24.8,0.00,0.00,34.4
2025-06-06T18:00,29.4,75,24.6,0.40,0.40,34.6
2025-06-06T19:00,28.5,82,25.2,0.40,0.40,34.7
2025-06-06T20:00,28.4,85,25.6,0.00,0.00,34.9
2025-06-06T21:00,28.2,87,25.9,0.00,0.00,35.2
2025-06-06T22:00,28.2,88,25.9,0.00,0.00,35.3
2025-06-06T23:00,27.8,90,26.0,0.00,0.00,35.1
